"243 17th St SE,","Washington, DC 20003","$900,000",2,2.5,"1,288","Stunning open floorplan with loads of DC charm, just two blocks to the metro. This beautifully updated 2 BR / 2.5 BA townhome features hardwood floors throughout and eye-catching exposed brick walls you'll have to see in person. The main level highlights this open layout with views across the entire home. Through the main level you'll find a separate dining area, gourmet kitchen with breakfast bar, powder room, and a small office nook. In the back of the home you'll find the living area with french doors leading out to the private rear patio, perfect for entertaining. Upstairs boasts 2 spacious bedrooms and 2 baths. The Main Suite is comfortable and bright with windows across the entire rear of the home. The suite also features a walk-in closet, and a bright ensuite bath with dual vanity sinks and skylight. The secondary bedroom shares its bath with the hallway and continues the charming exposed brick. Other features include the private off-street parking on a concrete pad and extra storage in basement accessed through exterior storm doors.",Active,2 days,Townhouse,,1923,OLD CITY I,"1,190 Sq. Ft.",DCDC2022652,"$900,000",$699,"$899,096",Federal,38.886662,-76.9810139,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/243-17th-St-SE-20003/home/9920240,Payne Elementary School,8,346
"401 15th St SE #403,","Washington, DC 20003","$699,500",2,2,"1,118","Imagine relaxing on your first level private balcony, entertaining with city views on your expansive and private rooftop deck and being within blocks to Eastern Market, Metro, Yes! Organic Market, Harris Teeter, Safeway, and an array of shops, restaurants and cafes. This two-story corner penthouse with two outdoor spaces and reserved and separately deeded covered parking at the Kingston, new in 2015, has it all. Huge windows, open living spaces, high ceilings and beautiful wood floors welcomes you into two levels of bright, contemporary living that features stainless appliances, quartz countertops and a stainless backsplash in the kitchen and a spacious guest bedroom, also perfect for a den or home office, and full bath on the main level. The second level beautifully completes this sophisticated modern retreat by offering a large and impressive primary suite with ample space to create a work or sitting area, the spectacular rooftop deck with sweeping views, and an in-unit washer and dryer.",Active,2 days,Condo,$592/month,2015,OLD CITY I,,DCDC2022970,"$699,500",$626,"$703,975",Contemporary,38.8838782,-76.9839205,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/401-15th-St-SE-20003/unit-403/home/81551327,Watkins Elementary School (capitol Hill Cluster),7,444
"37 L St SE #506,","Washington, DC 20003","$599,900",1,1,691,"Welcome to The Kennedy on L, Navy Yard's newest luxury, boutique condominium. With only 74 homes soaring 11 stories, this all concrete building will welcome you home with spacious floor plans and smart amenities. Each residence has been outfitted with custom wood kitchen cabinetry, Silestone countertops, Fisher & Paykel refrigerators, Bosch microwave, gas cooktops and Electrolux Washer and Dryer. Located at 37 L Street, SE, The Kennedy is just steps from Whole Foods Market, Nationals Stadium, the Navy Yard Metro and Audi Stadium. Building amenities include a stylish and sleek lobby with a resident lounge, a relaxation porch, an exercise room with Peloton equipment, a pet-washing station, a rooftop terrace with firepits, gas grills and breathtaking Views! AVAILABLE FOR IMMEDIATE MOVE-IN. SELLER CONCESSIONS W/ END OF YEAR CLOSINGS. Showings are by appointment only.",Active,25 hours,Condo,$380/month,2021,NAVY YARD,,DCDC2023254,"$599,900",$868,"$599,715",Contemporary,38.8772448,-77.0080904,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/37-L-St-SE-20003/unit-506/home/174429206,Eagle Academy Public Charter School - Capitol Riverfront,6,156
"1211 Van St SE #618,","Washington, DC 20003","$744,900",2,2,"1,048","Welcome to the Avidian, a new, amenity-rich, pet friendly condominium community in dynamic Capitol Riverfront. The Avidian is a 14-story, solid steel and concrete constructed building featuring 171 residences, with eastern or western exposures, and more than 50 distinct floor plans. Homes boast clean, modern lines; floor-to-ceiling windows with Mecho Shades; sleek finishes including panelized European appliances that match the custom millwork; wide-plank hardwood flooring throughout. Many homes have spacious and luminous floor plans with views of the Monument, Capitol, Potomac River and Nats Stadium. Amenities include: 24/7 Concierge and Security; Penthouse Lounge with fully equipped kitchen; Rooftop Pool and Sun Deck; Grilling Stations with bar and prep areas; Lounge and Seating niches featuring luxurious sectionals and fire pits overlooking compelling city views. Secure, underground garage parking and storage available for purchase. Parking is NOT included in list price. The Avidian is half-a-block away from the Navy Yard Metro and walking distance to everything. Unit 618 is a 2BR/2BA end unit featuring a light color palette, walls of windows with western exposure and Monument views. Photos are of a lower floor model featuring a darker palette. The Avidian is an Immediate Delivery project. Tours are available by Appointment .",Active,3 days,Condo,$644/month,2019,OLD CITY #1,,DCDC2022956,"$744,900",$711,"$743,744",Contemporary,38.8758567,-77.0085659,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/1211-Van-St-SE-20003/unit-618/home/175624273,Eagle Academy Public Charter School - Capitol Riverfront,6,156
"1309 E St SE #29,","Washington, DC 20003","$1,485,000",2,3.5,"2,420","LAST CALL - JUST A FEW REMAIN- New Townhomes on The Hill - Walkers Paradise - $7,000 CLOSING COST + 2 CAR PARKING for SALES in 2021 ONLY! Largest floor plan at Watkins Alley - 2 or 3 Complete bedroom suites, each on its own level; plus 2 work-from-home spaces, plus entry level studio / mudroom. In home elevator. Wide open living level unencumbered by walls. Just over 2,400 sf. of living space with 2 roof terraces & wet bar. Parking in secure garage w bike storage; walk to metro, walk to eateries, pubs, grocers, Eastern Market with low HOA fees! Uber modern finishes, large bedrooms and spa like bathrooms. Kitchen with contemporary cabinets, Bosch & Liebherr appliances, gas cooking, under counter lighting, mobile phone charging outlets and more. Two courtyards landscaped with white birch trees, sea grasses, flagstone and seating walls. Watkins Alley by DITTO. | Capitol Hill - 44 townhomes adjacent the Potomac Ave Metro, 2 grocers just steps away. Walk to Barracks Row, The Roost Culinary Clubhouse (by Neighborhood Restaurant Group), Traders Joes & Eastern Market.",Active,3 days,Townhouse,$330/month,2021,CAPITOL HILL,,DCDC2022902,"$1,485,000",$614,"$1,484,465",Contemporary,38.8826016,-76.9877824,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/1309-E-St-SE-20003/unit-29/home/171548277,Watkins Elementary School (capitol Hill Cluster),7,444
"1309 E St SE #38,","Washington, DC 20003","$1,495,000",3,3.5,"2,420","LAST CALL - JUST A FEW REMAIN- New Townhomes on The Hill - Walkers Paradise - $7,000 CLOSING COST + 2 CAR PARKING for SALES in 2021 ONLY! Largest floor plan at Watkins Alley - 3 Complete bedroom suites, each on its own level; plus 2 work-from-home spaces, plus entry level studio / mudroom. In home elevator. Wide open living level unencumbered by walls. Just over 2,400 sf. of living space with 2 roof terraces & wet bar. Parking in secure garage w bike storage; walk to metro, walk to eateries, pubs, grocers, Eastern Market with low HOA fees! Uber modern finishes, large bedrooms and spa like bathrooms. Kitchen with contemporary cabinets, Bosch & Liebherr appliances, gas cooking, under counter lighting, mobile phone charging outlets and more. Two courtyards landscaped with white birch trees, sea grasses, flagstone and seating walls. Watkins Alley by DITTO. | Capitol Hill - 44 townhomes adjacent the Potomac Ave Metro, 2 grocers just steps away. Walk to Barracks Row, The Roost Culinary Clubhouse (by Neighborhood Restaurant Group), Traders Joes & Eastern Market.",Active,3 days,Townhouse,$330/month,2021,CAPITOL HILL,950 Sq. Ft.,DCDC2022900,"$1,495,000",$618,"$1,492,645",Contemporary,38.8826016,-76.9877824,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/1309-E-St-SE-20003/unit-38/home/171548286,Watkins Elementary School (capitol Hill Cluster),7,444
"37 L St SE #1005,","Washington, DC 20003","$774,900",2,2,869,"Welcome to The Kennedy on L, Navy Yard's newest luxury, boutique condominium. With only 74 homes soaring 11 stories, this all concrete building will welcome you home with spacious floor plans and smart amenities. Each residence has been outfitted with custom wood kitchen cabinetry, Silestone countertops, Fisher & Paykel refrigerators, Bosch microwave, gas cooktops and Electrolux Washer and Dryer. Located at 37 L Street, SE, The Kennedy is just steps from Whole Foods Market, Nationals Stadium, the Navy Yard Metro and Audi Stadium. Building amenities include a stylish and sleek lobby with a resident lounge, a relaxation porch, an exercise room with Peloton equipment, a pet-washing station, a rooftop terrace with firepits, gas grills and breathtaking Views! AVAILABLE FOR IMMEDIATE MOVE-IN. SELLER CONCESSIONS W/ END OF YEAR CLOSINGS. Garaged Parking is available for an additional $50k. Showings are by appointment only.",Active,26 hours,Condo,$476/month,2021,NAVY YARD,,DCDC2023278,"$774,900",$892,"$774,424",Contemporary,38.8772448,-77.0080904,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/37-L-St-SE-20003/unit-1005/home/177091835,Waterfront Academy,6,-
"1211 Van St SE #416,","Washington, DC 20003","$329,900",—,1,438,"Welcome to the Avidian, a new, amenity-rich, pet friendly condominium community in dynamic Capitol Riverfront. The Avidian is a 14-story, solid steel and concrete constructed building featuring 171 residences, with eastern or western exposures, and more than 50 distinct floor plans. Homes boast clean, modern lines; floor-to-ceiling windows with Mecho Shades; sleek finishes including panelized European appliances that match the custom millwork; wide-plank hardwood flooring throughout. Many homes have spacious and luminous floor plans with views of the Monument, Capitol, Potomac River and Nats Stadium. Amenities include: 24/7 Concierge and Security; Penthouse Lounge with fully equipped kitchen; Rooftop Pool and Sun Deck; Grilling Stations with bar and prep areas; Lounge and Seating niches featuring luxurious sectionals and fire pits overlooking compelling city views. Secure, underground garage parking and storage available for purchase. The Avidian is half-a-block away from the Navy Yard Metro and walking distance to everything. Unit 416 is a charming, west facing Studio with Monument views and ample closet space, including a walk-in. The Avidian is an immediate delivery project. Showings are by appointment.",Active,3 days,Condo,$270/month,2019,OLD CITY #1,,DCDC2022958,"$329,900",$753,"$332,804",Contemporary,38.8758567,-77.0085659,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/1211-Van-St-SE-20003/unit-416/home/177091914,High Road Middle School of Washington,7,-
"1300 4th St SE #408,","Washington, DC 20003","$759,900",2,2,880,"Welcome to #408 at The Bower. Sitting in the heart of DC’s new and stylish Navy Yard/Capitol Riverfront neighborhood is this newly constructed condo building offering industrial details as a nod to the area’s maritime past. Unit #408 offers rare river views and lots of light from floor-to-ceiling windows. A chic modern kitchen features beautiful high-end Italian cabinetry and open shelving, quartz countertops, and premium Bosch appliances. The open concept living/dining room grounded in wide-plank hardwood floors (an upgrade by the seller) looks to the water with windows framed with built-in Mecho shades. Those hardwood floors continue through to the primary suite offering more of that stunning river view, three closets including a large walk-in with custom Elfa shelving, and an en-suite contemporary bath with a modern vanity and walk-in glass-enclosed shower. A second bedroom on the opposite side of the condo also offers a river view and a large closet. The second full bath is in the hallway for ease in use by all guests. In unit laundry with Bosch appliances and a spacious entry closet are nice additions to the condo. The Bower is Silver LEED certified which results in lower electricity bills for owners. It offers 24/7 concierge service, a rooftop lounge and bars area, outdoor cooking and entertaining space, a private gym featuring Peloton & Precor. Unit #408 comes complete with private parking. Out the front door is the best part of the Navy Yard neighborhood including The Yards and a total of 9 acres of parks, multiple restaurants including Chloe (Michelin rated), right opposite the building, La Famosa, Emmy Squared & Jeni's splendid ice cream are in the building. Albi is next door and District Winery is on the next block, plus Blue Jacket, sweetgreen, All Purpose Pizzeria, and fun services from nail salons to workout options. Walk to Nationals Park and the Metro!",Active,15 days,Condo,$813/month,2018,WASHINGTON NAVY YARD,,DCDC2021752,"$759,900",$864,"$753,145",Contemporary,38.8746658,-77.0001717,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/1300-4th-St-SE-20003/unit-408/home/167607731,Van Ness Elementary School,7,270
"900 11th St SE #208,","Washington, DC 20003","$585,000",1,1.5,780,"INCREDIBLY LARGE 1 BEDROOM PLUS DEN WITH GARAGE PARKING in Capitol Hill. This sun-drenched 2nd-floor condo has floor-to-ceiling windows with great views, stainless steel appliances, wide plank flooring, quartz countertop and backsplash for a sophisticated feel. An open floorplan makes entertaining a breeze. The primary bedroom has en-suite bath and a huge walk-in closet. The den/office space makes working from home convenient and private. This pet-friendly building features an outdoor terrace with a fire pit and rooftop space for grilling and enjoying the gorgeous views. Garage parking and bike storage. Pick up your packages in the lobby from the automated package concierge. Centrally located near Navy Yard, Nationals Park, Harris Teeter, Whole Foods and 3 Metro Stations. This truly has everything you need.",Active,7 days,Condo,$362/month,2017,OLD CITY I,,DCDC2022390,"$585,000",$750,,Contemporary,38.8789569,-76.9913448,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/900-11th-St-SE-20003/unit-208/home/167610046,Tyler Elementary School,7,512
"7 18th St SE #107,","Washington, DC 20003","$345,999",1,1,420,"SUPER CUTE condo for first time homebuyer or landlord! One block to metro, walk to Eastern Market, tons of light, wood floors, super convenient to transportation and 295. Won't last!",Active,2 hours,Condo,$188/month,1923,OLD CITY I,,DCDC2023454,"$345,999",$824,"$345,533",Traditional,38.8889925,-76.9791612,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/7-18th-St-SE-20003/unit-107/home/9921276,Payne Elementary School,8,346
"700 9th St SE,","Washington, DC 20003","$1,315,000",3,2.5,"2,094",Rarely available Capitol Hill Colonial style row home end unit. This home has the square footage of a single family home. 3 bedrooms and 2.5 baths. This Capitol Hill home offers so much potential to put your personal touch and upgrades; the convenience of living on the Hill. Walk score here is a 10/10 – you are close to the Eastern Market Metro and shopping and restaurants at Barracks Row or Eastern Market.,Active,8 days,Townhouse,,1849,OLD CITY I,"1,194 Sq. Ft.",DCDC2022308,"$1,315,000",$628,"$1,300,550",Colonial,38.881076,-76.9935686,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/700-9th-St-SE-20003/home/9905698,Tyler Elementary School,7,512
